pjid,pgpath,cttp,os,rcmdtype,openid,loccid,k,time
"train,flight,hotel,flight,train,flight",/homepage/1,"54,64,191,61,51,62",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight",o498X0ecC7Sg8HjZkJrF0E_UcDVg,83,"火车票,特价机票,附近酒店,广州到成都的机票,广州到达州的火车票,成都到广州的机票",2018-12-11 14:04:27
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0ecDDI7acopDYrh5HD8IXAA,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 21:31:05
"train,flight,hotel,train,bus,bus",/homepage/0,"54,64,191,51,111,112",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,bus",o498X0ecF8Tqf5AQk1hdyRhfB9Ng,163,"火车票,特价机票,附近酒店,漯河到郑州的火车票,郑州到滑县的汽车票,滑县到郑州的汽车票",2018-12-11 14:12:04
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0ecNPSQkz3wcVAfCMbn_YC0,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-11 19:00:19
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0ecPAimSFh48g1GHLu9QmQ4,160,"火车票,特价机票,附近酒店,新乡到石家庄的火车票,石家庄到新乡的火车票,新乡到石家庄的机票",2018-12-11 12:05:12
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0ecSUiOT3yYzsbmigIZP1_M,107,"火车票,特价机票,附近酒店,柳州到深圳的火车票,深圳到柳州的火车票,柳州到深圳的机票",2018-12-13 16:14:15
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0ec_Mo_te5WFm02gfvXrQMo,147,"火车票,特价机票,附近酒店,唐山到济南的火车票,济南到唐山的火车票,唐山到济南的机票",2018-12-13 09:17:00
"train,flight,hotel,flight,train,flight",/homepage/1,"54,64,191,61,51,62",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight",o498X0ecgIZ5Zwtunt_bVmEjWAts,317,"火车票,特价机票,附近酒店,成都到温州的机票,成都到杭州的火车票,温州到成都的机票",2018-12-11 19:34:56
"train,flight,hotel,flight,train,flight",/homepage/1,"54,64,191,61,51,62",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight",o498X0ecgIZ5Zwtunt_bVmEjWAts,317,"火车票,特价机票,附近酒店,成都到宁波的机票,成都到杭州的火车票,宁波到成都的机票",2018-12-11 19:33:56
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0ed7SWuf93TL8sGpJdor8ow,91,"火车票,特价机票,附近酒店,上海到北京的机票,北京到上海的机票,北京的酒店",2018-12-13 16:31:56
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0ed7SWuf93TL8sGpJdor8ow,91,"火车票,特价机票,附近酒店,上海到北京的机票,北京到上海的机票,北京的酒店",2018-12-13 16:30:56
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0edHdoAsDjjX525tJBorLgE,89,"火车票,特价机票,附近酒店,广州到重庆的火车票,重庆到广州的火车票,广州到重庆的机票",2018-12-12 20:13:39
"train,flight,hotel,train,bus,bus",/homepage/0,"54,64,191,52,111,112",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,bus",o498X0edJrcP0nycK3sO4SidG-5Q,155,"火车票,特价机票,附近酒店,南阳到洛阳的火车票,南阳到内乡的汽车票,内乡到南阳的汽车票",2018-12-13 23:19:20
"train,flight,hotel,bus,train,train",/homepage/2,"54,64,191,111,51,52",1,"finderdefalut,finderdefalut,finderdefalut,bus,train,train",o498X0edJrcP0nycK3sO4SidG-5Q,155,"火车票,特价机票,附近酒店,南阳到内乡的汽车票,洛阳到南阳的火车票,南阳到洛阳的火车票",2018-12-13 23:14:31
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0edJrcP0nycK3sO4SidG-5Q,156,"火车票,特价机票,附近酒店,洛阳到南阳的火车票",2018-12-13 22:52:31
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0edJrcP0nycK3sO4SidG-5Q,156,"火车票,特价机票,附近酒店,洛阳到南阳的火车票",2018-12-13 22:43:17
"train,flight,hotel,bus",/homepage/0,"54,64,191,111",2,"finderdefalut,finderdefalut,finderdefalut,bus",o498X0edKWeNXiR1UfBA0MlfXznM,null,"火车票,特价机票,附近酒店,丹巴到道孚的汽车票",2018-12-11 07:05:33
"train,flight,hotel,flight,flight,hotel",/homepage/0,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0edMlercv7rEN3V4vw-_XB8,67,"火车票,特价机票,附近酒店,金昌到定西的机票,定西到金昌的机票,定西的酒店",2018-12-13 01:05:02
"train,flight,hotel,train",/homepage/0,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0edOVypztD8Aokesp7fuhI8,null,"火车票,特价机票,特价酒店,成都到重庆的火车票",2018-12-12 11:59:15
"train,flight,hotel,flight,flight,hotel",/homepage/0,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0edTk4eBx0z-mWg-8Rw13vM,144,"火车票,特价机票,附近酒店,北京到银川的机票,银川到北京的机票,银川的酒店",2018-12-11 20:21:49
"train,flight,hotel,flight,flight,hotel",/homepage/0,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0edTk4eBx0z-mWg-8Rw13vM,144,"火车票,特价机票,附近酒店,北京到银川的机票,银川到北京的机票,银川的酒店",2018-12-11 20:21:34
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",2,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0edUq7HU3rlsJCZ82WFubsU,230,"火车票,特价机票,附近酒店,徐州到银川的火车票,徐州到银川的机票,银川到徐州的火车票",2018-12-13 04:04:47
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",2,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0edUq7HU3rlsJCZ82WFubsU,227,"火车票,特价机票,附近酒店,徐州到银川的火车票,徐州到银川的机票,银川到徐州的火车票",2018-12-12 04:21:14
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",2,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0edUq7HU3rlsJCZ82WFubsU,227,"火车票,特价机票,附近酒店,徐州到银川的机票,银川到徐州的机票,银川的酒店",2018-12-12 03:32:08
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0edW88hp2PHzPRFH87nDs0o,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-12 07:18:07
"train,flight,hotel,train,bus,hotel",/homepage/0,"54,64,191,51,111,1",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,hotel",o498X0edcnVUWPxn_yk9u39MMrMs,221,"火车票,特价机票,附近酒店,南京到宿州的火车票,上海到砀山的汽车票,布丁酒店(南京火车站北广场店)",2018-12-13 00:03:50
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0edrpT1ddmE97w6XqjAKnE4,194,"火车票,特价机票,附近酒店,石家庄到咸宁的火车票",2018-12-12 07:28:19
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0ee86bibwI03e9nrDr_9xD0,59,"火车票,特价机票,附近酒店,泉州到贵阳的机票,贵阳到泉州的机票,贵阳的酒店",2018-12-12 14:29:18
"train,flight,hotel,flight,flight,hotel,scenery",/homepage/1,"54,64,191,61,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight,flight",o498X0ee86bibwI03e9nrDr_9xD0,59,"火车票,特价机票,附近酒店,泉州到贵阳的机票,贵阳到泉州的机票,贵阳的酒店,贵阳的热门景区",2018-12-12 14:23:34
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0eeEgY2K7fgkULxjQyCCr7U,201,"火车票,特价机票,附近酒店,杭州到衡阳的火车票",2018-12-12 17:58:52
"train,flight,hotel,train,bus,train",/homepage/0,"54,64,191,51,111,52",2,"finderdefalut,finderdefalut,finderdefalut,train,bus,train",o498X0eeH7j9I_oRzyPtLCPnZzwo,382,"火车票,特价机票,附近酒店,昭通到三门峡的火车票,昭通到成都的汽车票,三门峡到昭通的火车票",2018-12-11 06:57:07
"train,flight,hotel,train,hotel,scenery",/homepage/0,"54,64,191,52,16,82",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eeJhjJYiWbnLGxy_hJCRNs,287,"火车票,特价机票,附近酒店,杭州到济南的火车票,杭州的酒店,杭州的热门景区",2018-12-13 12:23:15
"train,flight,hotel,train,train,hotel,scenery",/homepage/0,"54,64,191,51,52,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train",o498X0eePwblzK4Z8LP6qy3xQvQc,156,"火车票,特价机票,附近酒店,南阳到信阳的火车票,信阳到南阳的火车票,信阳的酒店,信阳的热门景区",2018-12-12 13:28:10
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eePwblzK4Z8LP6qy3xQvQc,156,"火车票,特价机票,附近酒店,南阳到信阳的火车票,信阳到南阳的火车票,信阳的酒店",2018-12-12 13:27:41
"train,flight,hotel,hotel,train,train",/homepage/3,"54,64,191,16,51,52",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eeZ-AOeh8VYuoPbTXkAyyE,103,"火车票,特价机票,附近酒店,济南的酒店,贵港到济南的火车票,济南到贵港的火车票",2018-12-13 23:53:19
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,192,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eezPxjfSpWEgE3FrNqqvHc,115,"火车票,特价机票,特价酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 23:23:17
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0ef2GfHsE2UHouLk1Wm9CtM,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 06:21:29
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0ef3bng4JSbEIpsvpG_YWDY,268,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-13 15:43:31
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0efF84h4KILod3cuhXJRZ-k,146,"火车票,特价机票,附近酒店,石家庄到包头的火车票,包头到石家庄的火车票,石家庄到包头的机票",2018-12-11 16:12:41
"train,flight,hotel,train,train,flight,hotel,scenery",/homepage/0,"54,64,191,51,52,61,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train,train",o498X0efF84h4KILod3cuhXJRZ-k,146,"火车票,特价机票,附近酒店,石家庄到包头的火车票,包头到石家庄的火车票,石家庄到包头的机票,包头的酒店,包头的热门景区",2018-12-11 16:11:55
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0efI0v0Tl-EImDgvysw43Ws,225,"火车票,特价机票,附近酒店,南通到贵阳的火车票,贵阳到南通的火车票,南通到贵阳的机票",2018-12-13 12:53:06
"train,flight,hotel,train",/homepage/0,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0efSPqwMP1hqTAiVt2q6mqY,null,"火车票,特价机票,特价酒店,北京到信阳的火车票",2018-12-13 12:58:48
"train,flight,hotel,train,scenery,flight",/homepage/0,"54,64,191,51,82,61",1,"finderdefalut,finderdefalut,finderdefalut,train,scenery,flight",o498X0efSoJv181pGzQ87buPVuzI,221,"火车票,特价机票,附近酒店,常州到丽江的火车票,昆明的热门景区,常州到昆明的机票",2018-12-12 16:22:25
"train,flight,hotel,train,flight,flight,hotel,scenery",/homepage/0,"54,64,191,51,61,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,flight,flight,flight",o498X0efSoJv181pGzQ87buPVuzI,374,"火车票,特价机票,附近酒店,常州到丽江的火车票,常州到昆明的机票,昆明到常州的机票,昆明的酒店,昆明的热门景区",2018-12-12 16:15:45
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0efXAc3GwC7eD8nYTbo_FaE,309,"火车票,特价机票,附近酒店,阳泉到武汉的火车票,太原到武汉的机票,武汉到阳泉的火车票",2018-12-13 21:52:30
"train,flight,hotel,flight,train,train",/homepage/1,"54,64,191,61,51,52",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,train",o498X0efXAc3GwC7eD8nYTbo_FaE,309,"火车票,特价机票,附近酒店,太原到武汉的机票,阳泉到武汉的火车票,武汉到阳泉的火车票",2018-12-13 21:52:27
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0efZXKj_0KGgdvFLJ2sIOcM,373,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 19:50:10
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0efZXKj_0KGgdvFLJ2sIOcM,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 19:40:30
"train,flight,hotel,hotel",/homepage/3,"54,64,191,15",1,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0efhgS6R7m0rVdNto8R7pB4,null,"火车票,特价机票,附近酒店,上海的经济型酒店",2018-12-11 12:30:55
"train,flight,hotel,hotel",/homepage/3,"54,64,191,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0efl_h2sC5j9JscaiKD0qWU,null,"火车票,特价机票,附近酒店,天海连锁酒店(九江长江二桥港湾店)(原天海港湾印象酒店城西港区店)",2018-12-11 19:19:56
"train,flight,hotel,train,hotel,train",/homepage/0,"54,64,191,51,1,52",2,"finderdefalut,finderdefalut,finderdefalut,train,hotel,train",o498X0efnsZ8WmeAvZN1v7xBAEXU,391,"火车票,特价机票,附近酒店,温州到福州的火车票,瑞安顾一家快捷宾馆,福州到温州的火车票",2018-12-13 00:29:32
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0efruvbk506CBogAyiIHdN0,139,"火车票,特价机票,附近酒店,石家庄到广州的火车票,石家庄到广州的机票,广州到石家庄的火车票",2018-12-11 09:46:37
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",1,"finderdefalut,finderdefalut,finderdefalut,global_hotel",o498X0efvnBIo_diGdHsp_Vl0UqA,324,"火车票,特价机票,附近酒店,成都的酒店",2018-12-11 07:21:50
"train,flight,hotel,train,flight,train",/homepage/0,"54,64,191,51,61,52",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,train",o498X0egC1L30te-aWjPGSr9hkZY,41,"火车票,特价机票,附近酒店,阜阳到湛江的火车票,海口到宁波的机票,湛江到阜阳的火车票",2018-12-13 11:43:17
"train,flight,hotel,flight,train,flight",/homepage/1,"54,64,191,61,51,62",1,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight",o498X0egCtteKafC2MAggXX3zajY,97,"火车票,特价机票,附近酒店,珠海到合肥的机票,广州到阜阳的火车票,合肥到珠海的机票",2018-12-12 17:11:44
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egH_DPoA-puyaDEEIvji8U,224,"火车票,特价机票,附近酒店,亳州到合肥的火车票,合肥到亳州的火车票,合肥的酒店",2018-12-12 00:16:12
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0egOBBf41nYq0yzqsV-Bgck,324,"火车票,特价机票,附近酒店,广安到成都的火车票",2018-12-13 10:27:29
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egOpY0pUR6ieVwemowZ9pI,248,"火车票,特价机票,附近酒店,大连到葫芦岛的火车票,葫芦岛到大连的火车票,葫芦岛的酒店",2018-12-13 18:38:14
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egOpY0pUR6ieVwemowZ9pI,248,"火车票,特价机票,附近酒店,大连到葫芦岛的火车票,葫芦岛到大连的火车票,葫芦岛的酒店",2018-12-13 18:36:37
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egOpY0pUR6ieVwemowZ9pI,248,"火车票,特价机票,附近酒店,大连到葫芦岛的火车票,葫芦岛到大连的火车票,葫芦岛的酒店",2018-12-13 18:36:27
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0egWQHsdxj7dbJZlYSjUkJk,391,"火车票,特价机票,附近酒店,上海到温州的机票",2018-12-12 15:08:03
"train,flight,hotel,hotel,hotel,train",/homepage/3,"54,64,191,1,1,51",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,train",o498X0egfCVKn_SfliwGFi4xuHX0,53,"火车票,特价机票,附近酒店,济南浩岳精品酒店,济南泉之润商务宾馆,北京到济南的火车票",2018-12-13 22:39:48
"train,flight,hotel,hotel,hotel,train",/homepage/3,"54,64,191,1,1,51",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,train",o498X0egfCVKn_SfliwGFi4xuHX0,53,"火车票,特价机票,附近酒店,济南浩岳精品酒店,济南济钢宾馆,北京到济南的火车票",2018-12-12 20:34:40
"train,flight,hotel,hotel,train,hotel,traffic,train,flight",/homepage/3,"54,64,191,1,51,1,140,52,61",2,"finderdefalut,finderdefalut,finderdefalut,hotel,train,hotel,hotel,train,train",o498X0egfCVKn_SfliwGFi4xuHX0,53,"火车票,特价机票,附近酒店,济南济钢宾馆,北京到济南的火车票,Q加·济南莱茵假日精品酒店,北京到济南的交通方案,济南到北京的火车票,北京到济南的机票",2018-12-11 20:57:36
"train,flight,hotel,hotel,train,hotel",/homepage/3,"54,64,191,1,51,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,train,hotel",o498X0egfCVKn_SfliwGFi4xuHX0,53,"火车票,特价机票,附近酒店,济南济钢宾馆,北京到济南的火车票,Q加·济南莱茵假日精品酒店",2018-12-11 20:57:16
"train,flight,hotel,hotel,train,hotel",/homepage/3,"54,64,191,1,51,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,train,hotel",o498X0egfCVKn_SfliwGFi4xuHX0,53,"火车票,特价机票,附近酒店,济南济钢宾馆,北京到济南的火车票,Q加·济南莱茵假日精品酒店",2018-12-11 20:07:50
"train,flight,hotel,hotel,train,train",/homepage/3,"54,64,191,16,51,52",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egfCVKn_SfliwGFi4xuHX0,53,"火车票,特价机票,附近酒店,济南的酒店,北京到济南的火车票,济南到北京的火车票",2018-12-11 18:22:20
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egkwKx9rOhQ7CzZ8o7MgsM,80,"火车票,特价机票,附近酒店,龙岩到温州的火车票,温州到龙岩的火车票,龙岩到温州的机票",2018-12-12 13:24:06
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0egqNCYrTUxCPfASE1t--SU,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-11 08:13:45
"train,flight,hotel,bus,bus,hotel,scenery",/homepage/0,"54,64,191,111,112,16,82",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus,bus",o498X0egvwjRBFxf_zyG_woN3GUI,328,"火车票,特价机票,附近酒店,邻水到南充的汽车票,南充到邻水的汽车票,南充的酒店,南充的热门景区",2018-12-12 14:00:47
"train,flight,hotel,bus,bus,hotel",/homepage/0,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0egvwjRBFxf_zyG_woN3GUI,328,"火车票,特价机票,附近酒店,邻水到南充的汽车票,南充到邻水的汽车票,南充的酒店",2018-12-12 13:53:52
"train,flight,hotel,bus,bus,hotel",/homepage/0,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0egvwjRBFxf_zyG_woN3GUI,328,"火车票,特价机票,附近酒店,邻水到南充的汽车票,南充到邻水的汽车票,南充的酒店",2018-12-12 13:48:59
"train,flight,hotel,bus,bus,hotel",/homepage/0,"54,64,191,111,112,16",1,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0egvwjRBFxf_zyG_woN3GUI,328,"火车票,特价机票,附近酒店,邻水到南充的汽车票,南充到邻水的汽车票,南充的酒店",2018-12-12 13:48:03
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egvxHRekTyY7d7CoVV-zik,386,"火车票,特价机票,附近酒店,金华到襄阳的火车票,襄阳到金华的火车票,金华到襄阳的机票",2018-12-13 11:40:39
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egvxHRekTyY7d7CoVV-zik,386,"火车票,特价机票,附近酒店,金华到襄阳的火车票,襄阳到金华的火车票,金华到襄阳的机票",2018-12-13 09:11:40
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0egyREvCmv_Tw3G678eZQVk,100,"火车票,特价机票,附近酒店,南宁到柳州的火车票,柳州到南宁的火车票,柳州的酒店",2018-12-13 22:18:06
"train,flight,hotel,train",/homepage/3,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0eh-ZtDgmxRJdrH2pUpcqhQ,79,"火车票,特价机票,附近酒店,广州到佛山的火车票",2018-12-13 08:59:42
"train,flight,hotel,hotel,train,train",/homepage/3,"54,64,191,16,51,52",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eh-ZtDgmxRJdrH2pUpcqhQ,103,"火车票,特价机票,附近酒店,佛山的酒店,广州到佛山的火车票,佛山到广州的火车票",2018-12-13 08:38:44
"train,flight,hotel,hotel,train,scenery",/homepage/3,"54,64,191,16,52,82",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eh-ZtDgmxRJdrH2pUpcqhQ,103,"火车票,特价机票,附近酒店,佛山的酒店,佛山到广州的火车票,佛山的热门景区",2018-12-12 17:45:38
"train,flight,hotel,hotel,train,scenery",/homepage/3,"54,64,191,16,52,82",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0eh-ZtDgmxRJdrH2pUpcqhQ,103,"火车票,特价机票,附近酒店,佛山的酒店,佛山到广州的火车票,佛山的热门景区",2018-12-12 17:11:07
"train,flight,hotel,hotel,hotel,hotel",/homepage/3,"54,64,191,16,1,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0eh-lJoxLlZ8MNtqm5-S43U,82,"火车票,特价机票,附近酒店,惠州的酒店,潜客酒店(惠州仲恺TPARK时尚公园店),柏曼酒店(惠州仲恺高新区店)(原凯丽华国际酒店)",2018-12-13 20:58:21
"train,flight,hotel,hotel,hotel,hotel",/homepage/3,"54,64,191,16,1,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0eh-lJoxLlZ8MNtqm5-S43U,82,"火车票,特价机票,附近酒店,惠州的酒店,潜客酒店(惠州仲恺TPARK时尚公园店),柏曼酒店(惠州仲恺高新区店)(原凯丽华国际酒店)",2018-12-13 20:49:04
"train,flight,hotel,hotel,hotel,hotel",/homepage/3,"54,64,191,16,1,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0eh-lJoxLlZ8MNtqm5-S43U,82,"火车票,特价机票,附近酒店,惠州的酒店,潜客酒店(惠州仲恺TPARK时尚公园店),柏曼酒店(惠州仲恺高新区店)(原凯丽华国际酒店)",2018-12-13 20:42:49
"train,flight,hotel,hotel,hotel,hotel",/homepage/3,"54,64,191,16,1,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0eh-lJoxLlZ8MNtqm5-S43U,82,"火车票,特价机票,附近酒店,惠州的酒店,潜客酒店(惠州仲恺TPARK时尚公园店),柏曼酒店(惠州仲恺高新区店)(原凯丽华国际酒店)",2018-12-13 20:42:42
"train,flight,hotel,hotel,hotel,hotel",/homepage/3,"54,64,191,16,1,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0eh-lJoxLlZ8MNtqm5-S43U,82,"火车票,特价机票,附近酒店,惠州的酒店,潜客酒店(惠州仲恺TPARK时尚公园店),柏曼酒店(惠州仲恺高新区店)(原凯丽华国际酒店)",2018-12-13 20:41:42
"train,flight,hotel,hotel,hotel,hotel",/homepage/3,"54,64,191,16,1,1",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0eh-lJoxLlZ8MNtqm5-S43U,null,"火车票,特价机票,附近酒店,惠州的酒店,柏曼酒店(惠州仲恺高新区店)(原凯丽华国际酒店),惠州富丽阁休闲公寓",2018-12-13 20:39:44
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0ehFEK7BtNsgpqeEWyjPviE,null,"火车票,特价机票,附近酒店,上海到北京的机票",2018-12-11 22:03:26
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0ehIGmaa-j4pEhNF_OwL7dc,40,"火车票,特价机票,附近酒店,合肥到滁州的火车票",2018-12-12 17:19:12
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0ehLSm-eKZ7mHLUCv2xvS1Y,91,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-13 20:41:23
